borrowerid,borrowername,region,country,IQ_INDUSTRY_SECTOR,parent,parentticker,ticker,companyisprivate
1031,China West Construction Group Co Ltd,,China,Industrials,China State Construction Engineering Corp,,,
1032,Xiamen Jinyuan Investment Group Co Ltd,,China,Materials,Xiamen Jinyuan Investment Group Co Ltd,,,
1033,Wuhan Guanggu Communications Construction Co Ltd,,China,Industrials,Wuhan Guanggu Communications Construction Co Ltd,,,
1034,Dalizhou Transportation Investment & Development Group Co Ltd,,China,Industrials,Dalizhou Transportation Investment & Development Group Co Ltd,,,
1035,Guangzhou GAC Leasing 2023-1 Green ABS,,China,Industrials,GAC Group,,,
1036,Wuxi Taihucheng Sensor Information Center Development Co Ltd,,China,Industrials,Wuxi Taihucheng Sensor Information Center Development Co Ltd,,,
1037,Urumqi Kunlun Environmental Protection Group Co Ltd,,China,Industrials,Urumqi Kunlun Environmental Protection Group Co Ltd,,,
1038,Yangzhou Hanjiang Urban Construction Development Co Ltd,,China,Industrials,Yangzhou Hanjiang Urban Construction Development Co Ltd,,,
1039,Shiyan Urban Operation Group Co Ltd,,China,Utilities,Shiyan Urban Operation Group Co Ltd,,,
1040,GENM Capital Bhd,,Malaysia,Consumer Discretionary,Genting Bhd,,,
1041,Xiangtan Urban & Rural Construction Development Group Co Ltd,,China,Industrials,Xiangtan Urban & Rural Construction Development Group Co Ltd,,,
1042,Shengshi Rongdi 2023-1 Auto Loan Green ABS,,China,Financials,BYD Co Ltd,,,
1043,Toyota Finance NZ Ltd,,New Zealand,Financials,Toyota Motor Corp,,,
1044,Shaanxi Xixian New Area Airport New City Development & Construction Group Co Ltd,,China,Real Estate,Shaanxi Xixian New Area Airport New City Development & Construction Group Co Ltd,,,
1045,Bright Development Bangkok Co Ltd,,Thailand,Real Estate,Bright Development Bangkok Co Ltd,,,
1046,Tianjin Lingang Investment Holding Co Ltd,,China,Real Estate,Tianjin Lingang Investment Holding Co Ltd,,,
1047,Chengdu Xinjin City Industry Development Group Co Ltd,,China,Industrials,Chengdu Xinjin City Industry Development Group Co Ltd,,,
1048,China Vanke Co Ltd,,China,Real Estate,China Vanke Co Ltd,,,
1049,China Everbright Greentech Ltd,,China,Utilities,China Everbright Environment Group Ltd,,,
1050,Xuancheng State-owned Assets Investment Co Ltd,,China,noinfo,Xuancheng State Owned Capital Investment & Operation Holding Group Co Ltd,,,
1051,Bavarian Sky- Herald International Financial Leasing Co Ltd 2019-1 ABN,,China,Industrials,BMW,,,
1052,Haining State-owned Assets Management & Operation Co Ltd,,China,noinfo,Haining State-owned Assets Management & Operation Co Ltd,,,
1053,Zijin Mining Group Co Ltd,,China,Materials,Zijin Mining Group Co Ltd,,,
1054,Chongqing Airport Group Co Ltd,,China,Industrials,Chongqing Airport Group Co Ltd,,,
1055,Huadian Financial Leasing Co Ltd,,China,Financials,China Huadian Corp Ltd,,,
1056,Bavarian Sky- Herald International Financial Leasing Co Ltd 2023-1 ABN,,China,Industrials,BMW,,,
1057,Pre-Built pcl,,Thailand,Real Estate,Pre-Built pcl,,,
1058,Land & Houses pcl,,Thailand,Real Estate,Land & Houses pcl,,,
1059,Advanced Info Service pcl,,Thailand,Communication Services,Advanced Info Service pcl,,,
1060,PTTEP Treasury Center Co Ltd,,Thailand,Energy,PTT,,,
1061,Jaymart Holding Co Ltd,,Thailand,Consumer Discretionary,Jaymart Holding Co Ltd,,,
1062,MK Real Estate Development pcl,,Thailand,Industrials,MK Real Estate Development pcl,,,
1063,East Coast Furnitech pcl,,Thailand,Industrials,East Coast Furnitech pcl,,,
1064,Nawarat Patanakarn pcl,,Thailand,Industrials,Nawarat Patanakarn pcl,,,
1065,PTT,,Thailand,Energy,PTT,,,
1066,DTGO Prosperous Co Ltd,,Thailand,Financials,DTGO Corp Ltd,,,
1067,Mud & Hound pcl,,Thailand,Consumer Discretionary,Sub Sri Thai pcl,,,
1068,Australia Postal Corp,,Australia,Industrials,Australia Postal Corp,,,
1069,Toyota Capital Malaysia Sdn Bhd,,Malaysia,Financials,Toyota Motor Corp,,,
1070,Hyundai Department Store Co Ltd,,South Korea,Consumer Discretionary,Hyundai Department Store Co Ltd,,,
1071,Pyeongtaek Energy Service Co Ltd,,South Korea,Utilities,Hana Financial Group Inc,,,
1072,Hansol Technics Co Ltd,,South Korea,Consumer Discretionary,Hansol Holdings Co Ltd,,,
1073,Starts Proceed Investment Corp,,Japan,Real Estate,Starts Corp Inc,,,
1074,STE TransCore Holdings Inc,,Singapore,Industrials,Temasek Holdings (Pte) Ltd,,,
1075,THI Capital Co Ltd,,China,Industrials,Shandong Hi-speed Group Co Ltd,,,
1076,Paccar Financial Pty Ltd,,Australia,Financials,PACCAR Inc,,,
1077,SocietyOne PL 2023-1 Trust,,Australia,Consumer Discretionary,MoneyMe Ltd,,,
1078,Private Driver Australia 2023-1,,Australia,Consumer Discretionary,Porsche Automobil Holding SE,,,
1079,Hokuriku Electric Power Co,,Japan,Utilities,Hokuriku Electric Power Co,,,
1080,Xianju Urban Construction & Development Group Co Ltd,,China,Real Estate,Xianju Urban Construction & Development Group Co Ltd,,,
1081,PT Sarana Multi Infrastruktur (Persero),,Indonesia,Industrials,PT Sarana Multi Infrastruktur (Persero),,,
1082,China Traditional Chinese Medicine Holdings Co Ltd,,China,Health Care,China Traditional Chinese Medicine Holdings Co Ltd,,,
1083,China General Nuclear Power Corp,,China,Utilities,China General Nuclear Power Corp,,,
1084,Huaneng Renewables Corp Ltd,,China,Utilities,China Huaneng Group Co Ltd,,,
1085,CECEP Solar Energy Co Ltd,,China,Utilities,CECEP Solar Energy Co Ltd,,,
1086,Chongqing Expressway Group Co Ltd,,China,Industrials,Chongqing Expressway Group Co Ltd,,,
1087,Hubei Road & Bridge Group Co Ltd,,China,Industrials,United Investment Group,,,
1088,Silver Arrow Benz Leasing 2023-1 ABS,,China,Industrials,Mercedes-Benz Group AG,,,
1089,Changsha Water Group Co Ltd,,China,Utilities,Changsha Urban Construction Investment Development Group Co Ltd,,,
1090,Invincible Investment Corp,,Japan,Real Estate,SoftBank Group Corp,,,
1091,NSW Electricity Networks Finance Pty Ltd,,Australia,Utilities,TransGrid,,,
1092,Hokkaido Electric Power Co Inc,,Japan,Utilities,Hokkaido Electric Power Co Inc,,,
1093,Begistics pcl,,Thailand,Industrials,Begistics pcl,,,
1094,Earth Tech Environment pcl,,Thailand,Utilities,Earth Tech Environment pcl,,,
1095,Supalai pcl,,Thailand,Real Estate,Supalai pcl,,,
1096,Indorama Ventures pcl,,Thailand,Materials,Canopus International Ltd,,,
1097,DiGi Telecommunications Sdn Bhd,,Malaysia,Communication Services,Celcomdigi Bhd,,,
1098,QIC Finance (Town Centre Fund) Pty Ltd,,Australia,Real Estate,Queensland Investment Corp,,,
1099,Honda Finance Co Ltd,,Japan,Financials,Honda Motor Co Ltd,,,
1100,NBN Co Ltd,,Australia,Communication Services,NBN Co Ltd,,,
1101,AusNet Services Holdings Pty Ltd,,Australia,Utilities,AusNet Services Ltd,,,
1102,Jiangsu Yueda Group Co Ltd,,China,Consumer Discretionary,Jiangsu Yueda Group Co Ltd,,,
1103,Jingjiang Port Group Co Ltd,,China,Industrials,Jingjiang Port Group Co Ltd,,,
1104,Thomson Medical Group Ltd,,Singapore,Health Care,Thomson Medical Group Ltd,,,
1105,Xinyun International Co Ltd,,China,Industrials,Changzhou Xinyun Urban Development Group Co Ltd,,,
1106,Hesteel Co Ltd,,China,Materials,HBIS Group Co Ltd,,,
1107,CCCG Real Estate Co Ltd,,China,Real Estate,China Communications Construction Group Co Ltd,,,
1108,Beijing Enterprises Water Group Ltd,,China,Utilities,Beijing Enterprises Group Co Ltd,,,
1109,Xiamen C&D Inc,,China,Industrials,Xiamen C&D Inc,,,
1110,Xuzhou Construction Machinery Group Co Ltd,,China,Industrials,Xuzhou Construction Machinery Group Co Ltd,,,
1111,Shenzhen Expressway Corp Ltd,,China,Industrials,Shenzhen International Holdings Ltd,,,
1112,Hunan Construction Engineering Group Co Ltd,,China,Industrials,Hunan Construction Engineering Group Co Ltd,,,
1113,Yancheng Transportation Investment Construction Holding Group Co Ltd,,China,Industrials,Yancheng Transportation Investment Construction Holding Group Co Ltd,,,
1114,Zhenjiang Transportation Industry Group Co Ltd,,China,Industrials,Zhenjiang Transportation Industry Group Co Ltd,,,
1115,Ningbo Zhenhai Investment Co Ltd,,China,Real Estate,Ningbo Zhenhai Investment Co Ltd,,,
1116,Toyota Motor Corp,,Japan,Consumer Discretionary,Toyota Motor Corp,,,
1117,Hanwa Co Ltd,,Japan,Materials,Hanwa Co Ltd,,,
1118,Chugoku Electric Power Co Inc,,Japan,Utilities,Chugoku Electric Power Co Inc,,,
1119,CH Karnchang pcl,,Thailand,Industrials,CH Karnchang pcl,,,
1120,Britania pcl,,Thailand,Real Estate,Britania pcl,,,
1121,EGAT pcl,,Thailand,Utilities,EGAT pcl,,,
1122,Osaka Gas Co Ltd,,Japan,Utilities,Osaka Gas Co Ltd,,,
1123,Handset Installment Sales Receivables Securitization 2023-3,,Japan,Communication Services,Handset Installment Sales Receivables Securitization 2023-3,,,
1124,Mobile telephone terminal Credit Trust Series 2023-03,,Japan,Communication Services,Mobile telephone terminal Credit Trust Series 2023-03,,,
1125,Installment Receivables ABS 2023-03,,Japan,Communication Services,Installment Receivables ABS 2023-03,,,
1126,Softbank ABS MT Series 2023-03 Tokkin Series,,Japan,Communication Services,SoftBank Group Corp,,,
1127,eREX Co Ltd,,Japan,Utilities,Nittan Capital,,,
1128,Huzhou City Investment Development Group Co Ltd,,China,Industrials,Huzhou City Investment Development Group Co Ltd,,,
1129,Central China Real Estate Ltd,,China,Real Estate,Joy Bright Investments Ltd,,,
1130,GMO Financial Holdings Inc,,Japan,Financials,GMO Internet Group Inc,,,
1131,Mitsui Fudosan Co Ltd,,Japan,Real Estate,Mitsui Fudosan Co Ltd,,,
1132,Sapporo Holdings Ltd,,Japan,Consumer Staples,Sapporo Holdings Ltd,,,
1133,Malaysia Rail Link Sdn Bhd,,Malaysia,Industrials,Malaysia Rail Link Sdn Bhd,,,
1134,Sekisui House Ltd,,Japan,Industrials,Sekisui House Ltd,,,
1135,Bozhou Cheng Jian Investment Co Ltd,,China,Real Estate,Jianan Investment Holding Group Co Ltd,,,
1136,Guangxi Tourism Development Group Co Ltd,,China,Industrials,Guangxi Tourism Development Group Co Ltd,,,
1137,Wuxi Huishan High-tech Co Ltd,,China,Industrials,Wuxi Huishan High-tech Co Ltd,,,
1138,Xinxiang Investment (Group) Co Ltd,,China,Real Estate,Xinxiang Investment (Group) Co Ltd,,,
1139,Guangxi Railway Investment Group Co Ltd,,China,Energy,Guangxi Communications Investment Group Co Ltd,,,
1140,Wuxi Lingshan Cultural Tourism Co Ltd,,China,Consumer Discretionary,Wuxi Lingshan Cultural Tourism Co Ltd,,,
1141,Longyan Transportation Development Group Co Ltd,,China,Industrials,Longyan Transportation Development Group Co Ltd,,,
1142,Macromill Inc,,Japan,Industrials,Macromill Inc,,,
1143,LG HelloVision Corp,,South Korea,Communication Services,LG HelloVision Corp,,,
1144,KCC Corp,,South Korea,Materials,KCC Corp,,,
1145,POSCO International Corp,,South Korea,Materials,POSCO Holdings Inc,,,
1146,KOREIT,,South Korea,Real Estate,KOREIT,,,
1147,Mercedes-Benz Financial Services Korea Ltd,,South Korea,Financials,Mercedes-Benz Group AG,,,
1148,Samchully Co Ltd,,South Korea,Utilities,Samchully Co Ltd,,,
1149,AGC Inc,,Japan,Consumer Discretionary,AGC Inc,,,
1150,Kobe Steel Ltd,,Japan,Materials,Kobe Steel Ltd,,,
1151,YKK Corp,,Japan,Consumer Discretionary,YKK Corp,,,
1152,Anqing Shengtang Investment Holdings Group Co Ltd,,China,Real Estate,Anqing Shengtang Investment Holdings Group Co Ltd,,,
1153,Topcon Corp,,Japan,Consumer Discretionary,Topcon Corp,,,
1154,Okinawa Electric Power Co,,Japan,Utilities,Okinawa Electric Power Co,,,
1155,Italian-Thai Development pcl,,Thailand,Industrials,Italian-Thai Development pcl,,,
1156,Nusasiri pcl,,Thailand,Real Estate,Nusasiri Grand pcl,,,
1157,National Housing Authority,,Thailand,Real Estate,National Housing Authority,,,
1158,IRPC pcl,,Thailand,Energy,IRPC pcl,,,
1159,Aqua Ad pcl,,Thailand,Industrials,Aqua Corp pcl,,,
1160,Shikoku Electric Power Co Inc,,Japan,Utilities,Shikoku Electric Power Co Inc,,,
1161,AGL Energy Ltd,,Australia,Utilities,AGL Energy Ltd,,,
1162,Zhejiang Boxin (BVI) Ltd,,China,Real Estate,Hangzhou Shangcheng State-owned Capital Operation Group Co Ltd,,,
1163,Taicang Water Treatment Co Ltd,,China,Utilities,Taicang Water Treatment Co Ltd,,,
1164,Bijie Shengfeng Agricultural Development Co Ltd,,China,Consumer Staples,Bijie Shengfeng Agricultural Development Co Ltd,,,
1165,Jiangsu Haihong Investment Holding Group Co Ltd,,China,Industrials,Jiangsu Haihong Investment Holding Group Co Ltd,,,
1166,Baoying Development Investment Co Ltd,,China,Real Estate,Baoying Development Investment Co Ltd,,,
1167,Beijing Urban Construction Group Co Ltd,,China,Industrials,Beijing Urban Construction Group Co Ltd,,,
1168,Shenzhen Qianhai Linklogis Commercial Factoring Co Ltd,,China,Financials,Linklogis Inc,,,
1169,Wuxi Huaguang Environment & Energy Group Co Ltd,,China,Industrials,Wuxi Guolian Development (Group) Co Ltd,,,
1170,Changde Urban Construction Investment Group Co Ltd,,China,Industrials,Changde Urban Development Group Co Ltd,,,
1171,Kailuan Group Co Ltd,,China,Materials,Kailuan Group Co Ltd,,,
1172,Chengdu Xinjin State-owned Assets Investment Management Co Ltd,,China,Industrials,Chengdu Xinjin State-owned Assets Investment Management Co Ltd,,,
1173,Jiangsu NewHeadLine Development Group Co Ltd,,China,Industrials,Jiangsu NewHeadLine Development Group Co Ltd,,,
1174,Zaoyang Urban Construction Investment Operation Co Ltd,,China,Real Estate,Zaoyang Urban Construction Investment Operation Co Ltd,,,
1175,Guangxi Investment (Group) Co Ltd,,China,noinfo,Guangxi Investment (Group) Co Ltd,,,
1176,Zhejiang Energy Group Co Ltd,,China,Utilities,Zhejiang Energy Group Co Ltd,,,
1177,Haian Development Zone Construction Investment Co Ltd,,China,Real Estate,Haian Development Zone Construction Investment Co Ltd,,,
1178,Nanjing Lishui Industrial Investment Holding Group Co Ltd,,China,Industrials,Nanjing Lishui Industrial Investment Holding Group Co Ltd,,,
1179,Jiangsu Tenghai Investment Holding Group Co Ltd,,China,Real Estate,Jiangsu Tenghai Investment Holding Group Co Ltd,,,
1180,Henan Water Conservancy Investment Group Co Ltd,,China,Industrials,Henan Water Conservancy Investment Group Co Ltd,,,
1181,United Investment Group,,China,Industrials,United Investment Group,,,
1182,Sosila Logistics REIT Inc,,Japan,Real Estate,Sumitomo Corp,,,
1183,Mercury NZ Ltd,,New Zealand,Utilities,Mercury NZ Ltd,,,
1184,Japan Transcity Corp,,Japan,Industrials,Japan Transcity Corp,,,
1185,Toyota Tsusho Corp,,Japan,Materials,Toyota Tsusho Corp,,,
1186,Network Finance Co Pty Ltd,,Australia,Utilities,Endeavour Energy,,,
1187,Ajinomoto Co Inc,,Japan,Consumer Staples,Ajinomoto Co Inc,,,
1188,Japan Freight Railway Co,,Japan,Industrials,Japan Railway Construction Transport & Technology Agency - JRTT,,,
1189,Resonac Holdings Corp,,Japan,Materials,Resonac Holdings Corp,,,
1190,Kao Corp,,Japan,Consumer Discretionary,Kao Corp,,,
1191,Teera-Mongkol Industry pcl,,Thailand,Consumer Discretionary,Teera-Mongkol Industry pcl,,,
1192,Raimon Land pcl,,Thailand,Real Estate,Raimon Land pcl,,,
1193,Tonglu New City Development Investment Co Ltd,,China,Real Estate,Tonglu New City Development Investment Co Ltd,,,
1194,Henderson Land MTN Ltd,,Hong Kong,Real Estate,Rimmer (Cayman) Ltd,,,
1195,Japan Airlines Co Ltd,,Japan,Industrials,Japan Airlines Co Ltd,,,
1196,Health & Happiness (H&H) International Holdings Ltd,,China,Consumer Staples,Flying Co Ltd,,,
1197,Country Garden Real Estate Group Co Ltd,,China,Real Estate,Concrete Win Ltd,,,
1198,Fraser & Neave,,Singapore,Consumer Staples,Thai Charoen Corp Group - TCC Group,,,
1199,Hong Leong Bank Bhd,,Malaysia,Financials,Hong Leong Co (Malaysia) Bhd,,,
1200,Tianjin TEDA State-owned Asset Operation Co Ltd,,China,Real Estate,Tianjin TEDA State-owned Asset Operation Co Ltd,,,
1201,Ningbo Ning Shing (Holdings) Co Ltd,,China,noinfo,Ningbo Tongshang Group Co Ltd,,,
1202,Gongyi State-owned Asset Investment & Operation Co Ltd,,China,noinfo,Gongyi State-owned Asset Investment & Operation Co Ltd,,,
1203,Suzhou Hengcheng Construction Development Co Ltd,,China,Industrials,Suzhou Hengcheng Construction Development Co Ltd,,,
1204,CGN Wind Energy Ltd,,China,Utilities,China General Nuclear Power Corp,,,
1205,Guangxi Guiguan Electric Power Co Ltd,,China,Utilities,China Datang Corp Ltd,,,
1206,Jiangyin Urban Construction & Investment Co Ltd,,China,Industrials,Jiangyin Urban Construction & Investment Co Ltd,,,
1207,Jiangsu Hanrui Investment Holding Co Ltd,,China,Industrials,Jiangsu Hanrui Investment Holding Co Ltd,,,
1208,Jiangsu Communications Holding Co Ltd,,China,Industrials,Jiangsu Communications Holding Co Ltd,,,
1209,Ganzhou Jiankong Investment Holding Group Co Ltd,,China,Real Estate,Ganzhou Jiankong Investment Holding Group Co Ltd,,,
1210,Shaanxi Construction Engineering Group Corp Ltd,,China,Industrials,Shaanxi Construction Engineering Holding Group Co Ltd,,,
1211,Macquarie Korea Infrastructure Fund,,South Korea,Industrials,Macquarie Group,,,
1212,Volkswagen Financial Services Korea,,South Korea,Financials,Porsche Automobil Holding SE,,,
1213,XL (BVI) International Development Ltd,,China,Industrials,Longkou Urban & Rural Construction Investment Development Co Ltd,,,
1214,Gamuda Bhd,,Malaysia,noinfo,Gamuda Bhd,,,
1215,National Power Supply Public Co Ltd,,Thailand,Utilities,National Power Supply Public Co Ltd,,,
1216,WHA Utilities & Power pcl,,Thailand,Utilities,WHA Corp pcl,,,
1217,Chengdu Jingkai Asset Management Co Ltd,,China,Industrials,Chengdu Jingkai Guotou Investment Group Co Ltd,,,
1218,Jiangshan City Urban Construction Investment Group Co Ltd,,China,Industrials,Jiangshan City Urban Construction Investment Group Co Ltd,,,
1219,Chouzhou International Investment Ltd,,China,Consumer Discretionary,Yiwu State-owned Capital Operation Co Ltd,,,
1220,Electricite de France SA-EDF,,France,Utilities,Electricite de France SA-EDF,,,
1221,CCCC Fourth Harbor Engineering Co Ltd,,China,Industrials,China Communications Construction Group Co Ltd,,,
1222,China State Construction Engineering Corp Ltd,,China,Industrials,China State Construction Engineering Corp,,,
1223,China Railway Group Ltd,,China,Industrials,China Railway Group Ltd,,,
1224,Xinjiang Production & Construction Beixin Construction Engineering (Group) Co Ltd,,China,Industrials,Xinjiang Production & Construction Beixin Construction Engineering (Group) Co Ltd,,,
1225,Jizhong Energy Resources Co Ltd,,China,Materials,Jizhong Energy Resources Co Ltd,,,
1226,Taizhou Fengcheng River Construction & Development Co Ltd,,China,Consumer Discretionary,Taizhou Fengcheng River Construction & Development Co Ltd,,,
1227,China Resources Asset Management Ltd,,China,Financials,China Resources Co Ltd,,,
1228,Huaneng Lancang River Hydropower Co Ltd,,China,Utilities,China Huaneng Group Co Ltd,,,
1229,China Nanshan Development (Group) Inc,,China,noinfo,China Nanshan Development (Group) Inc,,,
1230,Shandong Shipping Corp,,China,Industrials,Shandong Shipping Corp,,,
1231,Xinhua Hydropower Co Ltd,,China,Utilities,China National Nuclear Corp,,,
1232,Hubei Songzi Jinsong Investment Holdings Group Co Ltd,,China,Real Estate,Hubei Songzi Jinsong Investment Holdings Group Co Ltd,,,
1233,Shaoxing Keqiao District Development Group Co Ltd,,China,Utilities,Shaoxing Keqiao District Development Group Co Ltd,,,
1234,Sixian Urban Construction Investment Co Ltd,,China,Industrials,Sixian Urban Construction Investment Co Ltd,,,
1235,Jining Chengtou Holding Group Co Ltd,,China,Real Estate,Jining Chengtou Holding Group Co Ltd,,,
1236,Yiyang Urban Construction Investment Operation Group Co Ltd,,China,Industrials,Yiyang Urban Construction Investment Operation Group Co Ltd,,,
1237,Guizhou Expressway Group Co Ltd,,China,Industrials,Guizhou Expressway Group Co Ltd,,,
1238,Jiangxi Province Investment Group Co Ltd,,China,Utilities,Jiangxi Province Investment Group Co Ltd,,,
1239,Beijing Capital City Development Group Co Ltd,,China,Real Estate,Beijing Capital Group Co Ltd,,,
1240,Hanyang Corp,,South Korea,Industrials,Bosung Engineering Co Ltd,,,
1241,S-Oil Corp,,South Korea,Energy,Saudi Aramco,,,
1242,Zip Master Trust Series 2023-1,,Australia,Consumer Discretionary,Zip Co Ltd (Australia),,,
1243,Bio Green Energy Tech PCL,,Thailand,Industrials,Bio Green Energy Tech PCL,,,
1244,Central Plaza Hotel,,Thailand,Consumer Discretionary,Central Group of Companies Co Ltd,,,
1245,AGI Finance Pty Ltd,,Australia,Utilities,Australian Gas Infrastructure Group,,,
1246,Transpower New Zealand Ltd,,New Zealand,Utilities,Transpower New Zealand Ltd,,,
1247,Chuang Zhi Rong Tong International Investment (BVI) Co Ltd,,China,Real Estate,Qingdao Laoshan Science & Technology Innovation Development Group Co Ltd,,,
1248,Chongqing Chijia Tourism Culture Creative Development Group Co Ltd,,China,Consumer Discretionary,Chongqing Chijia Tourism Culture Creative Development Group Co Ltd,,,
1249,Farm Fresh Bhd,,Malaysia,Consumer Staples,Farm Fresh Bhd,,,
1250,Perdana ParkCity Sdn Bhd,,Malaysia,Real Estate,Perdana ParkCity Sdn Bhd,,,
1251,Tan Chong Motor Holdings Bhd,,Malaysia,noinfo,Tan Chong International Ltd,,,
1252,Genesis Energy Ltd,,New Zealand,Utilities,Genesis Energy Ltd,,,
1253,SP Setia Bhd,,Malaysia,Real Estate,SP Setia Bhd,,,
1254,Sarawak Energy Bhd,,Malaysia,Utilities,Sarawak Energy Bhd,,,
1255,CLMT MTN Bhd,,Malaysia,Real Estate,Temasek Holdings (Pte) Ltd,,,
1256,3SBio Inc,,China,Health Care,3SBio Inc,,,
1257,Changshu Dongnan Asset Investment & Management Co Ltd,,China,Industrials,Changshu Dongnan Asset Investment & Management Co Ltd,,,
1258,Wuhan East Lake High Technology Group Co Ltd,,China,Industrials,Wuhan East Lake High Technology Group Co Ltd,,,
1259,Henan East Dragon Holdings Co Ltd,,China,Industrials,Henan East Dragon Holdings Co Ltd,,,
1260,CECEP,,China,noinfo,CECEP,,,
1261,China Railway Real Estate Group Co Ltd,,China,Real Estate,China Railway Group Ltd,,,
1262,Toyota Motor Finance (China) Co Ltd,,China,Financials,Toyota Motor Corp,,,
1263,Everbright Jiabao Co Ltd,,China,Real Estate,Everbright Jiabao Co Ltd,,,
1264,Karamay Urban Construction Investment Development Co Ltd,,China,Industrials,Karamay Urban Construction Investment Development Co Ltd,,,
1265,Chengdu Xingjin Urban Construction Investment Co Ltd,,China,Real Estate,Chengdu Xingjin Urban Construction Investment Co Ltd,,,
1266,Poly Financial Leasing Co 2023-1 Tianyu ABS,,China,Financials,China Poly Group Corp Ltd,,,
1267,Nanjing Pharmaceutical Co Ltd,,China,Health Care,Nanjing Pharmaceutical Co Ltd,,,
1268,Nanjing New Industry Investment Group Co Ltd,,China,Consumer Discretionary,Nanjing New Industry Investment Group Co Ltd,,,
1269,Xiamen Rail Transit Construction & Development Group Co Ltd,,China,Industrials,Xiamen Rail Transit Construction & Development Group Co Ltd,,,
1270,Generation 2023-2 Auto Loans ABS,,China,Financials,Geely Automobile Holdings Ltd,,,
1271,Jiaxing Technology City Investment & Development Group Co Ltd,,China,Real Estate,Jiaxing Technology City Investment & Development Group Co Ltd,,,
1272,Wuxi Guolian Development (Group) Co Ltd,,China,noinfo,Wuxi Guolian Development (Group) Co Ltd,,,
1273,Shandong Tudi Development Group Co Ltd,,China,Real Estate,Shandong Tudi Development Group Co Ltd,,,
1274,Shandong Port Group Co Ltd,,China,Industrials,Shandong Port Group Co Ltd,,,
1275,Changde Economic Construction Investment Group Co Ltd,,China,Industrials,Changde Economic Construction Investment Group Co Ltd,,,
1276,Huaihua City Development & Investment Co Ltd,,China,Industrials,Huaihua City Development & Investment Co Ltd,,,
1277,Chongqing Yuelai Investment Group Co Ltd,,China,Real Estate,Chongqing Yuelai Investment Group Co Ltd,,,
1278,Huiyuan 2023-2 Non-performing Loans Securitization,,China,Financials,CITIC Group Corp,,,
1279,Huiyuan 2023-3 Non-performing Loans Securitization,,China,Financials,CITIC Group Corp,,,
1280,Xinyu City Construction Investment Development Co Ltd,,China,Industrials,Xinyu City Construction Investment Development Co Ltd,,,
1281,NWS Holdings Ltd,,Hong Kong,Industrials,Cheng Yu Tung Family (Holdings) Ltd,,,
1282,Jinzhong Public Infrastructure Investment Holdings (Group) Co Ltd,,China,Industrials,Jinzhong Public Infrastructure Investment Holdings (Group) Co Ltd,,,
1283,Shanxi Communications Development & Investment Group Co Ltd,,China,Industrials,Shanxi Communications Development & Investment Group Co Ltd,,,
1284,Wangcheng Economic Development Zone Investment Construction Group Co Ltd,,China,Real Estate,Wangcheng Economic Development Zone Investment Construction Group Co Ltd,,,
1285,Chuying 2023-1 Personal Credit ABS,,China,Consumer Discretionary,Hubei Consumer Finance Co Ltd,,,
1286,Nanjing Jiangbei New District Technology Investment Group Co Ltd,,China,Consumer Discretionary,Nanjing Jiangbei New District Technology Investment Group Co Ltd,,,
1287,Jiangsu Yanghe Group Co Ltd,,China,Consumer Staples,Jiangsu Yanghe Group Co Ltd,,,
1288,Liuyang City Construction Group Co Ltd,,China,Real Estate,Liuyang City Construction Group Co Ltd,,,
1289,Zhejiang International Business Group Co Ltd,,China,Consumer Discretionary,Zhejiang International Business Group Co Ltd,,,
1290,Runhe 2023-2 SME Loans ABS,,China,Financials,China Resources Co Ltd,,,
1291,Huaian City Huaian District Urban Assets Operation Co Ltd,,China,Real Estate,Huaian Xincheng Investment Development Co Ltd,,,
1292,Chongqing Water Conservancy Investment (Group) Co Ltd,,China,Utilities,Chongqing Water Assets Management Co Ltd,,,
1293,Tengzhou State-owned Assets Management Co Ltd,,China,Materials,Tengzhou State-owned Assets Management Co Ltd,,,
1294,Hangzhou Binjiang Real Estate Group Co Ltd,,China,Real Estate,Hangzhou Binjiang Real Estate Group Co Ltd,,,
1295,TBEA Co Ltd,,China,Consumer Discretionary,Xinjiang TBEA Group Co Ltd,,,
1296,Shengshi Rongdi 2023-2 Auto Loan Green ABS,,China,Financials,BYD Co Ltd,,,
1297,Shaoxing Rail Transit Group Co Ltd,,China,Industrials,Shaoxing Rail Transit Group Co Ltd,,,
1298,Chongqing Jinyun Asset Management (Group) Co Ltd,,China,Industrials,Chongqing Jinyun Asset Management (Group) Co Ltd,,,
1299,Heze City Investment Holdings Group Co Ltd,,China,Industrials,Heze City Investment Holdings Group Co Ltd,,,
1300,Shaanxi Xixian New District Development Group Co Ltd,,China,Industrials,Shaanxi Xixian New District Development Group Co Ltd,,,
1301,Ganzhou Urban Development & Investment Group Co Ltd,,China,Real Estate,Ganzhou Urban Development & Investment Group Co Ltd,,,
1302,Lianyungang Municipal Public Utility Co Ltd,,China,Industrials,Lianyungang Urban Construction Holding Group Co Ltd,,,
1303,YouyingHuize 2023-1 Non-performing Loan ABS,,China,Financials,China Post Group Corp Ltd,,,
1304,YouyingHuize 2023-2 Non-performing Loan ABS,,China,Financials,China Post Group Corp Ltd,,,
1305,YouyingHuize 2023-3 Non-performing Loan ABS,,China,Financials,China Post Group Corp Ltd,,,
